2.435374774774775217e-05,4.935407207207207419e-05
4.870749549549550434e-05,9.870814414414414838e-05
7.306124324324325312e-05,1.480622162162162293e-04
9.741499099099100868e-05,1.974162882882882968e-04
1.217687387387387642e-04,2.467703603603603642e-04
1.461224864864865062e-04,2.961244324324324587e-04
1.704762342342342754e-04,3.454785045045045532e-04
1.948299819819820174e-04,3.948325765765765935e-04
2.191837297297297594e-04,4.441866486486486880e-04
2.435374774774775285e-04,4.935407207207207284e-04
2.678912252252252705e-04,5.428947927927928229e-04
2.922449729729730125e-04,5.922488648648649174e-04
3.165987207207207545e-04,6.416029369369370119e-04
3.409524684684685507e-04,6.909570090090091064e-04
3.653062162162162927e-04,7.403110810810810925e-04
3.896599639639640347e-04,7.896651531531531871e-04
4.140137117117117225e-04,8.390192252252251731e-04
4.383674594594595187e-04,8.883732972972973761e-04
4.627212072072073149e-04,9.377273693693695790e-04
4.870749549549550569e-04,9.870814414414414567e-04
5.114287027027027447e-04,1.036435513513513443e-03
5.357824504504505410e-04,1.085789585585585646e-03
5.601361981981983372e-04,1.135143657657657849e-03
5.844899459459460250e-04,1.184497729729729835e-03
6.088436936936937128e-04,1.233851801801801821e-03
6.331974414414415090e-04,1.283205873873874024e-03
6.575511891891893052e-04,1.332559945945946227e-03
6.819049369369371014e-04,1.381914018018018213e-03
7.062586846846847892e-04,1.431268090090090199e-03
7.306124324324325854e-04,1.480622162162162185e-03
7.549661801801803816e-04,1.529976234234234388e-03
7.793199279279280694e-04,1.579330306306306374e-03
8.036736756756757572e-04,1.628684378378378360e-03
8.280274234234234450e-04,1.678038450450450346e-03
8.523811711711713496e-04,1.727392522522522766e-03
8.767349189189190374e-04,1.776746594594594752e-03
9.010886666666667252e-04,1.826100666666666738e-03
9.254424144144146299e-04,1.875454738738739158e-03
9.497961621621623177e-04,1.924808810810811144e-03
9.741499099099101139e-04,1.974162882882882913e-03
9.985036576576576933e-04,2.023516954954954900e-03
1.022857405405405489e-03,2.072871027027026886e-03
1.047211153153153286e-03,2.122225099099099305e-03
1.071564900900901082e-03,2.171579171171171291e-03
1.095918648648648878e-03,2.220933243243243278e-03
1.120272396396396674e-03,2.270287315315315697e-03
1.144626144144144471e-03,2.319641387387387683e-03
1.168979891891892050e-03,2.368995459459459670e-03
1.193333639639639846e-03,2.418349531531531656e-03
1.217687387387387426e-03,2.467703603603603642e-03
1.242041135135135439e-03,2.517057675675676062e-03
1.266394882882883018e-03,2.566411747747748048e-03
1.290748630630630814e-03,2.615765819819820034e-03
1.315102378378378610e-03,2.665119891891892454e-03
1.339456126126126407e-03,2.714473963963964440e-03
1.367998144144144364e-03,2.747441333333333364e-03
1.400728432432432483e-03,2.764022000000000093e-03
1.433458720720720819e-03,2.780602666666666823e-03
1.466189009009009154e-03,2.797183333333333553e-03
1.498919297297297490e-03,2.813763999999999849e-03
1.531649585585585609e-03,2.830344666666666578e-03
1.564379873873874161e-03,2.846925333333333308e-03
1.597110162162162063e-03,2.863506000000000037e-03
1.629840450450450616e-03,2.880086666666666767e-03
1.662570738738738951e-03,2.896667333333333497e-03
1.695301027027027070e-03,2.913248000000000226e-03
1.728031315315315406e-03,2.929828666666666956e-03
1.760761603603603525e-03,2.946409333333333252e-03
1.793491891891891860e-03,2.962989999999999981e-03
1.826222180180180413e-03,2.979570666666666711e-03
1.858952468468468532e-03,2.996151333333333441e-03
1.891682756756756867e-03,3.012732000000000170e-03
1.924413045045045203e-03,3.029312666666666900e-03
1.957143333333333322e-03,3.045893333333333196e-03
1.989873621621621874e-03,3.062473999999999925e-03
2.022603909909909993e-03,3.079054666666666655e-03
2.055334198198198112e-03,3.095635333333333385e-03
2.088064486486486664e-03,3.112216000000000114e-03
2.120794774774774783e-03,3.128796666666666844e-03
2.153525063063063336e-03,3.145377333333333573e-03
2.186255351351351454e-03,3.161958000000000303e-03
2.218985639639639573e-03,3.178538666666666599e-03
2.251715927927928126e-03,3.195119333333333329e-03
2.284446216216215811e-03,3.211700000000000058e-03
2.317176504504504363e-03,3.228280666666666788e-03
2.349906792792792916e-03,3.244861333333333517e-03
2.382637081081081035e-03,3.261441999999999813e-03
2.415367369369369153e-03,3.278022666666666543e-03
2.448097657657657706e-03,3.294603333333333273e-03
2.480827945945945825e-03,3.311184000000000002e-03
2.513558234234234377e-03,3.327764666666666732e-03
